source,method,metric,fit_ok,a,b,c,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,True,-154.29715363040083,154.81905689047963,-0.00033891092807828723,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,SVM,accuracy,True,0.0014542507678680602,2.5129162485274645,-0.9223845186291084,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,SVM,auc,True,8.923472893155018e-05,39.772101400843766,-1.9665472250016274,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,KNN,f1_score,True,-0.0003983210939179238,1.3394210715960002,-0.5794623596841123,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,KNN,accuracy,True,-0.0018298820597048746,1.2441060482329935,-0.5613281419990267,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,KNN,auc,True,0.0013153872383345597,4.891022836418525,-1.0779444457738028,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,RF,f1_score,True,0.009312078957863663,2.285040904204285,-1.063355566116986,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,RF,accuracy,True,0.00915549870912534,2.0114407898957998,-1.0346740695700287,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,RF,auc,True,0.0006274698379546172,172.364116215355,-2.5251116833471796,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,XGB,f1_score,True,0.012365290145531787,5.452583482254037,-1.187309129208748,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,XGB,accuracy,True,0.012200289993974179,4.710897718437388,-1.1557624232597048,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,XGB,auc,True,0.0012551940798210752,20.193162143706484,-1.6175581673978419,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
