source,method,metric,kind,n,value,observed_std,ci_low,ci_high,n_draws,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,observed,20.0,0.6613333333333333,0.1405070184091251,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,85.03030303030303,0.7569787135979027,,0.7547565500569523,0.7592008771388531,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,85.77777777777779,0.7575013652943596,,0.7553033462713655,0.7596993843173537,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,86.52525252525253,0.7580194805319707,,0.7558396422217413,0.7601993188422,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,87.27272727272728,0.7585331373690565,,0.7563653713177182,0.7607009034203948,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,88.02020202020202,0.7590424118666306,,0.7568927542035655,0.7611920695296956,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,88.76767676767678,0.7595473781556734,,0.7574218650107324,0.7616728913006144,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,89.51515151515152,0.7600481085021897,,0.7579346676162227,0.7621615493881567,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,90.26262626262627,0.7605446733690826,,0.7584494131966886,0.7626399335414766,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,91.01010101010101,0.7610371414757253,,0.7589599173663487,0.7631143655851019,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,91.75757575757576,0.7615255798548901,,0.7594664641342268,0.7635846955755534,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,92.5050505050505,0.7620100539076304,,0.7599630827705345,0.7640570250447264,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,93.25252525252526,0.762490627455719,,0.760461764707089,0.7645194902043491,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
real,XGB,auc,fitted,94.0,0.762967362792125,,0.7609565361074144,0.7649781894768355,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,20.0,0.9266666666666667,0.05999999999999997,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,109.0,0.9835797101449275,0.015006968277145847,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,199.0,0.9939924859051945,0.005488378470716588,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,288.0,0.9972001129342789,0.0029394975037127557,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,377.0,0.9984134732847061,0.0014483708957108168,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,467.0,0.9978579202348303,0.00214565551664515,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,553.0,0.9992792792792793,0.0009868874910003314,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,643.0,0.998757099264598,0.001301572811032541,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,732.0,0.998363442576753,0.0006064292664673362,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,821.0,0.9995121044107584,0.0006680785621556203,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,911.0,0.9991219278959005,0.0009174285421406141,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,observed,1000.0,0.9997999549898727,0.0004473142412042415,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,20.0,0.9265409310190124,,0.9257179582123982,0.9273639038256265,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,29.8989898989899,0.9493926134449581,,0.9490075803869471,0.949777646502969,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,39.7979797979798,0.9613313579243157,,0.9611070405954321,0.9615556752531993,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,49.6969696969697,0.9687213516364717,,0.9685739088429582,0.9688687944299851,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,59.5959595959596,0.9737688176127337,,0.9736642016259593,0.9738734335995081,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,69.4949494949495,0.9774463813208966,,0.9773681243392527,0.9775246383025404,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,79.3939393939394,0.9802512930926912,,0.9801904418716104,0.980312144313772,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,89.2929292929293,0.9824649311068347,,0.9824161917116369,0.9825136705020326,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,99.1919191919192,0.9842587944681594,,0.9842188341510691,0.9842987547852498,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,109.0909090909091,0.9857435259289408,,0.985710140395703,0.9857769114621785,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,118.98989898989899,0.9869937910706731,,0.9869654563647657,0.9870221257765804,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,128.8888888888889,0.9880618508562756,,0.9880374875084955,0.9880862142040557,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,138.7878787878788,0.9889854081344885,,0.9889642215103635,0.9890065947586136,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,148.6868686868687,0.9897923652246043,,0.989773763883865,0.9898109665653437,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,158.5858585858586,0.9905038259919186,,0.9904873581903101,0.990520293793527,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,168.4848484848485,0.991136055519682,,0.9911213674815832,0.9911507435577808,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,178.3838383838384,0.991701797226448,,0.99168860955983,0.9917149848930661,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,188.2828282828283,0.9922111808982791,,0.9921992740808332,0.992223087715725,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,198.1818181818182,0.9926723628262495,,0.9926615536203462,0.9926831720321527,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,208.08080808080808,0.9930919860973597,,0.9930821275500489,0.9931018446446706,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,217.97979797979798,0.993475517456272,,0.9934664880138786,0.9934845468986655,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,227.8787878787879,0.993827497770636,,0.9938191940218244,0.9938358015194475,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,237.7777777777778,0.99415173093972,,0.9941440676154946,0.9941593942639454,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,247.6767676767677,0.9944514282352978,,0.9944443345805342,0.9944585218900613,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,257.5757575757576,0.9947293199011251,,0.994722732417635,0.9947359073846153,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,267.47474747474746,0.9949877423768686,,0.9949816066376331,0.9949938781161041,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,277.3737373737374,0.9952287071519847,,0.9952229796153892,0.9952344346885803,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,287.2727272727273,0.9954539556191676,,0.9954485963720648,0.9954593148662704,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,297.1717171717172,0.9956650031464331,,0.9956599759041441,0.9956700303887221,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,307.0707070707071,0.9958631747666918,,0.9958584486872394,0.9958679008461443,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,316.969696969697,0.9960496342915568,,0.9960451821614316,0.996054086421682,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,326.8686868686869,0.9962254082237112,,0.9962212082721056,0.9962296081753168,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,336.7676767676768,0.996391405522917,,0.9963874359790238,0.9963953750668103,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,346.6666666666667,0.99654843404267,,0.9965446749499155,0.9965521931354245,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,356.5656565656566,0.9966972142752814,,0.99669364930556,0.9967007792450027,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,366.4646464646465,0.9968383909070383,,0.9968350073607124,0.9968417744533642,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,376.3636363636364,0.9969725425808496,,0.9969693241298135,0.9969757610318856,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,386.26262626262627,0.9971001901833124,,0.9970971259421626,0.9971032544244622,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,396.16161616161617,0.9972218039105729,,0.9972188829939056,0.9972247248272402,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,406.06060606060606,0.9973378093183594,,0.9973350208407707,0.997340597795948,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,415.95959595959596,0.997448592522959,,0.9974459292275133,0.9974512558184048,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,425.8585858585859,0.9975545046892824,,0.9975519575048097,0.9975570518737551,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,435.7575757575758,0.9976558659177313,,0.9976534257730619,0.9976583060624006,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,445.6565656565657,0.9977529686219823,,0.9977506300744144,0.9977553071695501,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,455.5555555555556,0.9978460804739893,,0.997843838080821,0.9978483228671575,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,465.4545454545455,0.9979354469796908,,0.9979332916697524,0.9979376022896292,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,475.3535353535354,0.9980212937384647,,0.9980192236975222,0.9980233637794073,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,485.2525252525253,0.9981038284308249,,0.9981018364019424,0.9981058204597074,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,495.1515151515152,0.9981832425718352,,0.9981813267407789,0.9981851584028916,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,505.0505050505051,0.9982597130619048,,0.9982578661717387,0.9982615599520708,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
generated,LOGIS,f1_score,fitted,514.9494949494949,0.9983334035618322,,0.9983316237983224,0.998335183325342,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-200,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-200
